ip,country,port,org,isp,hostnames,timestamp,product,version,vulns
195.138.165.232,Ukraine,8080,Telnet Ltd. Networking Centre,Telnet Ltd. Networking Center,['d5-232.uptel.net'],2026-03-31 17:56:27.921234,,,"CVE-2019-11358, CVE-2020-11022, CVE-2020-11023"
195.5.126.168,Ukraine,1701,,Zubko Volodymyr Viktorovych,[],2026-03-31 17:56:27.790966,,,
185.20.216.179,Ukraine,53,Protelecom LLC,Protelecom LLC,[],2026-03-31 17:56:27.766113,,,
95.67.11.42,Ukraine,1701,Cosmonova LLC,Cosmonova LLC,['mail.optimahotels.com.ua'],2026-03-31 17:56:26.442047,,,
176.36.33.190,Ukraine,7547,Lanet Network Ltd,Lanet Network Ltd,['host-176-36-33-190.b024.la.net.ua'],2026-03-31 17:56:26.402761,,,
193.34.22.217,Ukraine,53,TRK Cable TV LLC,TRK Cable TV LLC,[],2026-03-31 17:56:26.133812,,,
178.93.114.3,Ukraine,2332,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 17:56:25.911112,,,
185.237.204.92,Ukraine,443,Hyperhost LTD,GREEN FLOID LLC,['webappsup.com'],2026-03-31 17:56:24.827902,nginx,1.28.0,
185.145.233.220,Ukraine,7547,Paldor Networks BV,EVEREST TV AND RADIO COMPANY LLC,[],2026-03-31 17:56:24.214693,,,
194.38.23.244,Ukraine,22,Rices Privately owned enterprise,Rices Privately owned enterprise,['wireguard.net'],2026-03-31 17:56:24.123787,OpenSSH,8.2p1 Ubuntu 4ubuntu0.5,
83.150.204.43,Ukraine,443,STARLINK LLC,STARLINK LLC,['mx1.nikel.com.ua'],2026-03-31 17:56:24.096350,Apache httpd,2.4.37,"CVE-2019-0196, CVE-2011-2688, CVE-2025-58098, CVE-2013-4365, CVE-2022-28330, CVE-2024-3566, CVE-2021-32791, CVE-2021-32792, CVE-2020-7070, CVE-2024-38476, CVE-2024-38477, CVE-2024-38474, CVE-2024-38475, CVE-2024-38472, CVE-2024-38473, CVE-2009-0796, CVE-2024-0727, CVE-2021-36160, CVE-2021-44790, CVE-2020-1927, CVE-2023-0286, CVE-2023-3817, CVE-2022-4900, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2007-4723, CVE-2020-7060, CVE-2020-7061, CVE-2020-7062, CVE-2020-7063, CVE-2020-7064, CVE-2020-7066, CVE-2020-7067, CVE-2020-7068, CVE-2020-7069, CVE-2022-37436, CVE-2025-23048, CVE-2020-13938, CVE-2023-2650, CVE-2023-0215, CVE-2019-9517, CVE-2020-35452, CVE-2022-22719, CVE-2024-47252, CVE-2022-26377, CVE-2022-31628, CVE-2022-31629, CVE-2020-1934, CVE-2022-36760, CVE-2025-55753, CVE-2022-4304, CVE-2017-8923, CVE-2019-0217, CVE-2019-0197, CVE-2024-24795, CVE-2019-0190, CVE-2021-33193, CVE-2019-0211, CVE-2019-10082, CVE-2019-17567, CVE-2022-31813, CVE-2013-2220, CVE-2024-42516, CVE-2012-4360, CVE-2018-17189, CVE-2025-59775, CVE-2023-4807, CVE-2026-22796, CVE-2025-65082, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2024-27316, CVE-2023-31122, CVE-2021-39275, CVE-2025-49630, CVE-2023-38709, CVE-2022-29404, CVE-2025-69420, CVE-2025-69421, CVE-2007-3205, CVE-2020-11993, CVE-2019-10092, CVE-2019-0215, CVE-2022-2068, CVE-2009-3766, CVE-2009-3767, CVE-2009-3765, CVE-2022-22721, CVE-2022-37454, CVE-2021-3711, CVE-2021-3712, CVE-2023-0464, CVE-2023-0465, CVE-2023-0466, CVE-2019-10098, CVE-2019-10097, CVE-2021-40438, CVE-2011-1176, CVE-2022-23943, CVE-2018-17199, CVE-2022-22720, CVE-2021-34798, CVE-2023-25690, CVE-2020-11984, CVE-2021-4160, CVE-2026-22795, CVE-2019-10081, CVE-2022-30556, CVE-2024-40898, CVE-2024-43204, CVE-2022-0778, CVE-2024-25117, CVE-2022-2097, CVE-2023-27522, CVE-2009-1390, CVE-2012-3526, CVE-2020-7059, CVE-2023-5678, CVE-2009-2299, CVE-2022-1292, CVE-2025-66200, CVE-2025-68160, CVE-2019-11048, CVE-2012-4001, CVE-2019-11046, CVE-2019-11047, CVE-2019-11044, CVE-2019-11045, CVE-2025-49812, CVE-2022-4450, CVE-2025-53020, CVE-2013-2765, CVE-2024-43394, CVE-2025-69419, CVE-2025-69418, CVE-2021-44224, CVE-2013-0941, CVE-2013-0942, CVE-2023-45802, CVE-2022-28614, CVE-2006-20001, CVE-2022-28615, CVE-2019-11050"
185.233.41.27,Ukraine,22,Hosting Ukraine LTD,Hosting Ukraine LTD,['hosting-41.default-host.net'],2026-03-31 17:56:23.490184,OpenSSH,8.0,"CVE-2008-3844, CVE-2019-16905, CVE-2016-20012, CVE-2021-36368, CVE-2025-26465, CVE-2020-14145, CVE-2023-51767, CVE-2020-15778, CVE-2023-48795, CVE-2023-38408, CVE-2007-2768, CVE-2025-32728, CVE-2023-51385, CVE-2021-41617"
178.95.139.232,Ukraine,12000,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 17:56:23.411624,,,
95.134.89.80,Ukraine,5555,JSC Ukrtelecom,,[],2026-03-31 17:56:23.283905,,,
5.188.6.191,Ukraine,2375,G-Core Labs Customer assignment,G-Core Labs S.A.,[],2026-03-31 17:56:22.952805,,,
195.226.192.20,Ukraine,3000,,Mulgin Alexander Sergeevich,['mon.teren.fm'],2026-03-31 17:56:21.461208,Grafana (Open Source),12.4.2,
178.92.176.60,Ukraine,6001,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 17:56:20.378990,,,
95.46.140.136,Ukraine,53,PE Raniuk Mikola Bogdanovich,PE Raniuk Mikola Bogdanovich,[],2026-03-31 17:56:19.690841,,,
195.138.86.223,Ukraine,8080,TeNeT Networking Centre,TENET Scientific Production Enterprise LLC,['mail.quadro.od.ua'],2026-03-31 17:56:19.329932,Jenkins,2.541.3,CVE-2026-1605
195.230.141.109,Ukraine,80,Joint Ukrainan-German Enterprise INFOCOM LLC,"Joint Ukrainan-German Enterprise ""INFOCOM"" LLC",[],2026-03-31 17:56:18.875163,,,
152.53.40.137,Ukraine,9011,ANX Holding GmbH,ANEXIA Internetdienstleistungs GmbH,[],2026-03-31 17:56:18.644286,,,
91.203.145.198,Ukraine,9179,,FOP Kazakov Oleksandr Oleksandrovich,[],2026-03-31 17:56:17.677090,,,
138.113.136.105,Ukraine,9901,Meteverse Limited.,Meteverse Limited.,[],2026-03-31 17:56:17.593427,nginx,,
195.140.227.221,Ukraine,8080,Therecom Ltd,Therecom Ltd,[],2026-03-31 17:56:17.581120,Hikvision IP Camera,,
62.244.50.154,Ukraine,8080,Lucky Net Ltd,Lucky Net Ltd,[],2026-03-31 17:56:16.459127,Hikvision IP Camera,,
185.66.89.31,Ukraine,9999,Virtual Systems LLC,Virtual Systems LLC,['dedicated.vsys.host'],2026-03-31 17:56:16.142454,,,"CVE-2025-6075, CVE-2022-0391, CVE-2021-3177, CVE-2019-15903, CVE-2020-27619, CVE-2019-9947, CVE-2022-26488, CVE-2019-5010, CVE-2019-18348, CVE-2025-12781, CVE-2023-24329, CVE-2019-20907, CVE-2018-20852, CVE-2021-3426, CVE-2009-3720, CVE-2023-36632, CVE-2020-8315, CVE-2021-3737, CVE-2019-9674, CVE-2021-3733, CVE-2022-37454, CVE-2024-9287, CVE-2022-45061, CVE-2019-9740, CVE-2009-2940, CVE-2013-0340, CVE-2019-9636, CVE-2020-29396, CVE-2020-8492, CVE-2020-14422, CVE-2020-15523, CVE-2022-48566, CVE-2019-16056, CVE-2019-9948, CVE-2019-16935, CVE-2018-20406, CVE-2019-10160, CVE-2007-4559, CVE-2023-40217, CVE-2024-7592, CVE-2021-23336, CVE-2021-28861, CVE-2020-26116, CVE-2025-13836, CVE-2025-13837, CVE-2022-48560, CVE-2025-12084, CVE-2022-48565, CVE-2022-48564, CVE-2023-27043, CVE-2021-4189, CVE-2024-6232"
37.55.115.11,Ukraine,80,JSC Ukrtelecom,"JSC ""Ukrtelecom""",['11-115-55-37.pool.ukrtel.net'],2026-03-31 17:56:14.918711,,,
178.94.1.154,Ukraine,22,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 17:56:14.782706,,,
217.76.192.207,Ukraine,465,T.E.S.T. LTD infra,T.E.S.T. Ltd,"['relay1-e4.triacom.ua', 'smtp.triacom.ua', 'relay.triacom.ua', 'mail.triacom.ua']",2026-03-31 17:56:13.415115,Exim smtpd,4.97.1,"CVE-2024-39929, CVE-2025-30232, CVE-2025-67896"
31.31.206.233,Russian Federation,21,Reg.Ru Hosting,"""Domain names registrar REG.RU"", Ltd",['hosting.reg.ru'],2026-03-31 18:05:15.716908,,,
173.194.163.133,Russian Federation,80,Google LLC,Google LLC,['svo07s01-in-f5.1e100.net'],2026-03-31 18:05:15.524437,,,
31.181.56.225,Russian Federation,7547,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 18:05:10.160764,,,
45.144.178.20,Russian Federation,22,LIR Limited,,[],2026-03-31 18:05:08.922125,OpenSSH,9.6p1 Ubuntu 3ubuntu13.15,
45.150.64.125,Russian Federation,5135,UFO Hosting LLC,UFO Hosting LLC,['moscow.pq.hosting'],2026-03-31 18:05:07.316787,,,
92.53.99.176,Russian Federation,465,TimeWeb Ltd.,TimeWeb Ltd.,[],2026-03-31 18:05:02.855976,Exim smtpd,4.93,"CVE-2020-28017, CVE-2024-39929, CVE-2020-28016, CVE-2020-28011, CVE-2020-28010, CVE-2020-28013, CVE-2020-28012, CVE-2023-42117, CVE-2020-28014, CVE-2023-42115, CVE-2023-42114, CVE-2020-28019, CVE-2020-28018, CVE-2023-42119, CVE-2022-37452, CVE-2022-37451, CVE-2021-27216, CVE-2020-28024, CVE-2020-28025, CVE-2020-28026, CVE-2020-28021, CVE-2020-28022, CVE-2020-28023, CVE-2020-28007, CVE-2025-67896, CVE-2020-28008, CVE-2020-28009, CVE-2022-3559, CVE-2023-51766, CVE-2020-8015, CVE-2020-12783, CVE-2020-28015, CVE-2021-38371, CVE-2023-42116"
77.239.125.137,Russian Federation,3306,AEZA GROUP Ltd,Aeza Group LLC,[],2026-03-31 18:05:02.122086,MariaDB,10.11.13-MariaDB-0ubuntu0.24.04.1,
89.108.114.222,Russian Federation,465,Reg.Ru Hosting,"""Domain names registrar REG.RU"", Ltd",[],2026-03-31 18:04:53.752854,Exim smtpd,4.86_2,
5.35.85.95,Russian Federation,465,Beget LLC,Beget LLC,"['garegeseb.beget.app', 'www.garegeseb.beget.app']",2026-03-31 18:04:53.641603,,,
146.185.196.46,Russian Federation,9034,EdgeCenter LLC,EdgeCenter LLC,['ipinfo.io'],2026-03-31 18:04:52.535163,,,
37.235.191.81,Russian Federation,19071,LANTA Ltd,LANTA Ltd,['37-235-191-81.dynamic.customer.lanta.me'],2026-03-31 18:04:51.794779,,,
213.232.192.179,Russian Federation,2379,Selectel,JSC Selectel,[],2026-03-31 18:04:51.631615,,,
38.60.223.91,Russian Federation,8521,Kaopu Cloud HK Limited,Kaopu Cloud HK Limited,[],2026-03-31 18:04:49.995968,,,
81.177.122.94,Russian Federation,21200,PJSC Rostelecom,PJSC Rostelecom,[],2026-03-31 18:04:48.625040,,,
158.160.164.67,Russian Federation,587,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 18:04:48.291590,Exim smtpd,4.97,"CVE-2024-39929, CVE-2025-30232, CVE-2023-51766, CVE-2025-67896"
5.138.191.36,Russian Federation,7547,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 18:04:47.227672,,,
89.221.234.168,Russian Federation,21200,VK Services,LLC VK,['cg-nsk-prod-t4cl15-gs270.s.smailru.net'],2026-03-31 18:04:47.081775,,,
185.179.190.191,Russian Federation,465,Webhost LLC,Webhost LLC,['static.191.190.179.185.ip.webhost1.net'],2026-03-31 18:04:45.273001,Exim smtpd,4.97,"CVE-2024-39929, CVE-2025-30232, CVE-2023-51766, CVE-2025-67896"
213.183.57.164,Russian Federation,5135,EDIS Infrastructure in Moscow,EDIS GmbH,['164.57.183.213.in-addr.arpa'],2026-03-31 18:04:44.301414,,,
213.183.48.25,Russian Federation,9077,Melbicom infrastructure,Melbikomas UAB,['virt.reserved.ds'],2026-03-31 18:04:43.415389,,,
91.194.239.94,Russian Federation,21,NEO-TELEKOM Ltd,NEO-TELEKOM Ltd,[],2026-03-31 18:04:43.047934,MikroTik router ftpd,7.4,
5.138.179.202,Russian Federation,23,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 18:04:42.178652,Busybox telnetd,,
176.99.12.196,Russian Federation,465,"Domain names registrar REG.RU, Ltd","""Domain names registrar REG.RU"", Ltd",['176-99-12-196.cloudvps.regruhosting.ru'],2026-03-31 18:04:41.585626,Exim smtpd,4.93,"CVE-2020-28017, CVE-2024-39929, CVE-2020-28016, CVE-2020-28011, CVE-2020-28010, CVE-2020-28013, CVE-2020-28012, CVE-2023-42117, CVE-2020-28014, CVE-2023-42115, CVE-2023-42114, CVE-2020-28019, CVE-2020-28018, CVE-2023-42119, CVE-2022-37452, CVE-2022-37451, CVE-2021-27216, CVE-2020-28024, CVE-2020-28025, CVE-2020-28026, CVE-2020-28021, CVE-2020-28022, CVE-2020-28023, CVE-2020-28007, CVE-2025-67896, CVE-2020-28008, CVE-2020-28009, CVE-2022-3559, CVE-2023-51766, CVE-2020-8015, CVE-2020-12783, CVE-2020-28015, CVE-2021-38371, CVE-2023-42116"
45.131.50.155,Russian Federation,53,MCS LLC,MCS LLC,[],2026-03-31 18:04:41.456011,,,
45.67.215.31,Russian Federation,8080,Zaymer PJSC,Zaymer PJSC,[],2026-03-31 18:04:40.160919,CloudFlare,,
80.78.252.137,Russian Federation,465,Reg.Ru Hosting,"""Domain names registrar REG.RU"", Ltd",['hosting.reg.ru'],2026-03-31 18:04:38.738474,Exim smtpd,4.99.1,
31.31.193.233,Russian Federation,465,Reg.Ru Hosting,"""Domain names registrar REG.RU"", Ltd",['hosting.reg.ru'],2026-03-31 18:04:38.718539,Exim smtpd,4.99.1,
45.67.57.11,Russian Federation,22,Beget LLC,Beget LLC,[],2026-03-31 18:04:38.483511,OpenSSH,8.2p1 Ubuntu 4ubuntu0.13,
95.165.74.155,Russian Federation,19071,Moscow Local Telephone Network (OAO MGTS),PJSC Moscow city telephone network,['95-165-74-155.dynamic.spd-mgts.ru'],2026-03-31 18:04:37.125684,Home Assistant,,
176.99.11.188,Russian Federation,443,"Domain names registrar REG.RU, Ltd","""Domain names registrar REG.RU"", Ltd",['176-99-11-188.cloudvps.regruhosting.ru'],2026-03-31 18:04:36.775565,nginx,1.24.0,"CVE-2023-44487, CVE-2025-23419"
38.60.223.91,Russian Federation,8906,Kaopu Cloud HK Limited,Kaopu Cloud HK Limited,[],2026-03-31 18:05:49.916957,,,
194.226.132.12,Russian Federation,53,TOGBU Regionalnyj informacionno-tekhnicheskij centr,PJSC Rostelecom,['ns2.tambov.gov.ru'],2026-03-31 18:04:35.712929,,,
46.183.176.122,Russian Federation,16098,Infrastructure Servers and Colo,Biz Telecom LLC,[],2026-03-31 18:04:33.547985,,,
146.185.199.31,Russian Federation,8405,EdgeCenter LLC,EdgeCenter LLC,['ipinfo.io'],2026-03-31 18:04:31.375591,,,
95.104.225.158,Russian Federation,10254,MTS PJSC,MTS PJSC,[],2026-03-31 18:04:29.947698,,,
138.113.132.144,Russian Federation,8181,Meteverse Limited.,Meteverse Limited.,[],2026-03-31 18:04:29.502036,nginx,,
85.198.86.227,Russian Federation,53,OOO MediaSeti,TR-Telecom JSC,[],2026-03-31 18:04:28.024300,,,
147.45.150.17,Russian Federation,111,TimeWeb Ltd.,TimeWeb Ltd.,[],2026-03-28 21:42:10.506167,,,
95.154.77.129,Russian Federation,8080,Octopusnet Dynamic VPN,Octopusnet LTD,[],2026-03-31 18:04:27.486608,,,"CVE-2019-11358, CVE-2020-7656, CVE-2015-9251, CVE-2012-6708, CVE-2020-11022, CVE-2020-11023"
95.104.225.158,Russian Federation,2259,MTS PJSC,MTS PJSC,[],2026-03-31 18:04:22.626716,,,
37.140.194.44,Russian Federation,465,Reg.Ru Hosting,"""Domain names registrar REG.RU"", Ltd","['pop.k5garage.ru', 'hosting.reg.ru']",2026-03-31 18:04:19.681567,Exim smtpd,4.99.1,
80.64.106.111,Russian Federation,32303,CJSC RASCOM,CJSC RASCOM,['80.64.106.111.rascom.as20764.net'],2026-03-31 18:04:18.936061,,,
194.87.213.30,Russian Federation,8906,MT FINANCE LLC,MT FINANCE LLC,['sfnovoip1.idfnv.net'],2026-03-31 18:04:17.996281,,,
80.93.187.49,Russian Federation,10254,Selectel,JSC Selectel,[],2026-03-31 18:04:15.822587,,,
185.226.53.64,Russian Federation,444,Odnoklassniki Services,LLC VK,[],2026-03-31 18:04:15.190757,,,
5.139.176.174,Russian Federation,7547,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 18:04:15.108367,,,
51.250.71.228,Russian Federation,22,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 18:04:13.758318,OpenSSH,8.4p1 Debian 5+deb11u3,
188.43.103.111,Russian Federation,2626,DJV,Joint Stock Company TransTeleCom,[],2026-03-31 18:04:12.831382,nginx,1.27.1,CVE-2025-23419
89.23.97.33,Russian Federation,8080,Mikhail Tonkonog,LLC Smart Ape,[],2026-03-31 18:04:09.450435,,,
46.148.235.64,Russian Federation,10254,Selectel Network,JSC Selectel,[],2026-03-31 18:04:08.537309,,,
178.170.177.128,Russian Federation,8080,Biocad JSC,Biocad JSC,[],2026-03-31 18:04:05.834774,CloudFlare,,
95.143.190.134,Russian Federation,10254,JSC Selectel,JSC Selectel,[],2026-03-31 18:04:05.784723,,,
217.172.25.200,Russian Federation,443,Beget LLC,Beget LLC,"['xn--b1aoke0e.xn----ctbhsrid0a.xn--p1acf', 'www.xn----ctbhsrid0a.xn--p1acf', 'xn----ctbhsrid0a.xn--p1acf', 'www.xn--b1aoke0e.xn----ctbhsrid0a.xn--p1acf']",2026-03-31 18:04:02.755965,nginx,,
94.25.94.209,Russian Federation,8022,JSC Rostelecom Client (city Vladivostok),PJSC Rostelecom,[],2026-03-31 18:04:01.168201,OpenSSH,7.9p1 Debian 10+deb10u2,
194.87.9.15,Russian Federation,5135,LLC Relcom Group Dedicated Mail Servers,Reliable Communications s.r.o.,['rumuip2.vwt.net'],2026-03-31 18:03:59.635723,,,
176.112.174.159,Russian Federation,21200,VK Services,LLC VK,['cg-os-prod-t4cl19-gs310.s.smailru.net'],2026-03-31 18:05:32.969950,,,
31.12.75.203,Russian Federation,2082,Dolgova Alena Andreevna,"Cloudflare London, LLC",[],2026-03-31 18:03:58.577285,,,
45.137.105.61,Russian Federation,2003,Torgovyi Dom Neftmagistral LLC,Torgovyi Dom Neftmagistral LLC,[],2026-03-31 18:03:58.276104,,,
176.112.175.116,Russian Federation,21200,VK Services,LLC VK,['cg-bo-prod-t4cl13-gs250.s.smailru.net'],2026-03-31 18:03:58.137284,,,
46.150.163.80,Russian Federation,18098,,Opticom Group AO,['46-150-163-80.broadband.opcom.ru'],2026-03-31 18:03:54.645202,,,
213.183.57.164,Russian Federation,52536,EDIS Infrastructure in Moscow,EDIS GmbH,['164.57.183.213.in-addr.arpa'],2026-03-31 18:03:53.824718,,,
82.112.60.60,Russian Federation,123,"K-TELECOM, Revda","Joint stock company ""For""",['82-112-60-60.k-telecom.org'],2026-03-31 18:03:53.487026,ntpd,3,
51.250.112.78,Russian Federation,22,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 18:03:52.695009,OpenSSH,8.4p1 Debian 5+deb11u5,
94.131.113.144,Russian Federation,8291,UFO Hosting LLC,UFO Hosting LLC,['vm4203757.example.com'],2026-03-31 18:03:52.181069,MikroTik Winbox,,
188.225.11.140,Russian Federation,9000,TimeWeb Ltd.,TimeWeb Ltd.,['1145873-cm53381.tw1.ru'],2026-03-31 18:03:51.919941,Portainer,2.16.2,"CVE-2024-33662, CVE-2024-33661"
45.137.105.61,Russian Federation,7005,Torgovyi Dom Neftmagistral LLC,Torgovyi Dom Neftmagistral LLC,[],2026-03-31 18:03:47.949547,,,
185.154.53.211,Russian Federation,993,McHost LLC,EuroByte LLC,['vz266320.eurodir.ru'],2026-03-31 18:03:47.733876,,,
95.142.38.181,Russian Federation,22,MCHOST VPS Hosting,EuroByte LLC,['hosted-by.mchost.ru'],2026-03-31 18:03:47.216559,OpenSSH,8.0,"CVE-2008-3844, CVE-2019-16905, CVE-2016-20012, CVE-2021-36368, CVE-2025-26465, CVE-2020-14145, CVE-2023-51767, CVE-2020-15778, CVE-2023-48795, CVE-2023-38408, CVE-2007-2768, CVE-2025-32728, CVE-2023-51385, CVE-2021-41617"
158.160.245.124,Russian Federation,22,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 18:03:44.549269,OpenSSH,9.6p1 Ubuntu 3ubuntu13.15,
91.216.46.202,Russian Federation,2259,Bst Ltd.,Bst Ltd.,['host202.net91-216-46.bs-telecom.net'],2026-03-31 18:03:44.499529,,,
85.118.182.16,Russian Federation,5001,MB Information Protection LLC,MB Information Protection LLC,[],2026-03-31 18:03:42.571029,,,
195.58.49.145,Russian Federation,2195,Baxet Group Inc.,LLC Baxet,[],2026-03-31 18:03:36.892105,,,
94.25.50.88,Russian Federation,3478,JSC Rostelecom client (city Ekaterinburg) 08-15310,PJSC Rostelecom,[],2026-03-31 18:03:36.108126,,,
185.84.162.231,Russian Federation,22,TimeWeb,TimeWeb Ltd.,[],2026-03-31 18:03:31.103022,OpenSSH,9.6p1 Ubuntu 3ubuntu13.15,
2a01:d8:4:5::a,Russian Federation,3050,"JSC ""RU-CENTER""","JSC ""RU-CENTER""",['synay.net'],2026-03-31 18:03:28.581245,,,
5.23.51.238,Russian Federation,80,TimeWeb Ltd.,TimeWeb Ltd.,['vh330.timeweb.ru'],2026-03-31 18:03:27.350637,nginx,1.28.2,
178.46.167.97,Russian Federation,9034,Dynamic distribution IP's for broadband services,PJSC Rostelecom,[],2026-03-31 18:03:26.419167,,,
158.160.201.196,Russian Federation,5901,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 18:03:26.149464,VNC,,
95.163.239.168,Russian Federation,465,"Domain names registrar REG.RU, Ltd","""Domain names registrar REG.RU"", Ltd",['hosting.reg.ru'],2026-03-31 18:03:24.530866,Exim smtpd,4.99.1,
128.140.173.22,Russian Federation,80,VK Services,LLC VK,['mail.ru'],2026-03-31 18:03:23.046891,,,
77.51.225.81,Russian Federation,16100,PJSC Rostelecom,PJSC Rostelecom,['pppoe-static.mosoblast.rt.ru'],2026-03-31 18:03:21.131283,,,
45.144.178.114,Russian Federation,443,LIR Limited,,"['www.sheremet.net', 'sheremet.net']",2026-03-31 18:03:20.825358,Apache httpd,2.4.52,"CVE-2024-47252, CVE-2024-38475, CVE-2024-24795, CVE-2013-2765, CVE-2025-49630, CVE-2023-38709, CVE-2025-55753, CVE-2025-58098, CVE-2023-45802, CVE-2013-4365, CVE-2022-22720, CVE-2022-28330, CVE-2024-38476, CVE-2024-38477, CVE-2024-38474, CVE-2025-66200, CVE-2024-38472, CVE-2024-38473, CVE-2022-30556, CVE-2006-20001, CVE-2009-0796, CVE-2022-22721, CVE-2022-22719, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2024-42516, CVE-2024-27316, CVE-2012-4360, CVE-2011-1176, CVE-2022-23943, CVE-2025-49812, CVE-2011-2688, CVE-2025-59775, CVE-2025-53020, CVE-2022-36760, CVE-2023-25690, CVE-2024-43394, CVE-2007-4723, CVE-2013-0941, CVE-2013-0942, CVE-2022-37436, CVE-2025-65082, CVE-2024-39573, CVE-2022-26377, CVE-2025-23048, CVE-2022-28614, CVE-2009-2299, CVE-2022-29404, CVE-2024-40898, CVE-2024-43204, CVE-2022-28615, CVE-2023-31122, CVE-2023-27522"
2a01:d8:4:5::a,Russian Federation,110,"JSC ""RU-CENTER""","JSC ""RU-CENTER""",['synay.net'],2026-03-31 18:03:17.997682,,,
82.202.129.74,Russian Federation,22,Beget LLC,Beget LLC,[],2026-03-31 18:03:16.123713,OpenSSH,8.9p1 Ubuntu 3ubuntu0.14,
46.173.26.4,Russian Federation,8080,Beget LLC,Beget LLC,[],2026-03-31 18:03:15.636357,,,
194.87.118.68,Russian Federation,110,TimeWeb Ltd.,TimeWeb Ltd.,['6485621-xm385351.twc1.net'],2026-03-31 18:03:15.631079,,,
82.115.43.68,Russian Federation,22,PS Internet Company LLP,PS Internet Company LLP,[],2026-03-31 18:03:14.816256,OpenSSH,9.2p1 Debian 2+deb12u6,
45.137.105.61,Russian Federation,8171,Torgovyi Dom Neftmagistral LLC,Torgovyi Dom Neftmagistral LLC,[],2026-03-31 18:03:12.568066,,,
95.188.78.13,Russian Federation,19071,OJSC Rostelecom,PJSC Rostelecom,[],2026-03-31 18:03:07.479882,Home Assistant,,
212.193.23.93,Russian Federation,8081,Reliable Communications s.r.o.,"LLC ""KomTehCentr""",[],2026-03-31 18:03:05.186500,Apache httpd,2.4.66,"CVE-2013-0941, CVE-2013-0942, CVE-2009-2299, CVE-2013-2765, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-4723, CVE-2012-4001, CVE-2013-4365, CVE-2012-3526, CVE-2012-4360"
91.239.5.54,Russian Federation,7005,AO Kaluga Astral,AO Kaluga Astral,['demo.report.astralnalog.ru'],2026-03-31 18:03:03.889513,,,
87.228.27.82,Russian Federation,10254,Selectel Network,JSC Selectel,[],2026-03-31 18:03:02.619659,,,
158.160.15.98,Russian Federation,8080,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 18:03:00.561534,nginx,1.20.1,"CVE-2023-44487, CVE-2021-3618, CVE-2025-23419"
46.158.49.139,Russian Federation,7547,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 18:03:00.134801,,,
37.235.191.81,Russian Federation,23900,LANTA Ltd,LANTA Ltd,['37-235-191-81.dynamic.customer.lanta.me'],2026-03-31 18:02:59.521171,,,
45.93.201.204,Russian Federation,443,Timeweb.Cloud LLC,TimeWeb Ltd.,['2950299-wt15713.twc1.net'],2026-03-31 18:02:59.296100,nginx,,
217.72.12.10,Russian Federation,8080,AdGuard Software Limited,,[],2026-03-31 18:02:57.481531,CloudFlare,,
92.38.129.162,Russian Federation,8080,EdgeCenter LLC,EdgeCenter LLC,['k261.fastpingservice.com'],2026-03-31 18:02:57.448753,,,
5.189.201.217,Russian Federation,8154,EdgeCenter LLC,EdgeCenter LLC,['ipinfo.io'],2026-03-31 18:02:55.869645,,,
